V = 520, E = 577
out_asc_forward 2 [('596', '75'), ('43', '189')]
out_desc_forward 2 [('596', '75'), ('346', '58')]
in_asc_forward 2 [('596', '75'), ('346', '58')]
in_desc_forward 2 [('596', '75'), ('43', '189')]
random_forward 2 [('596', '75'), ('85', '226')]
greedy1_forward 2 [('596', '75'), ('85', '226')]
greedy2_forward 2 [('596', '75'), ('85', '226')]
out_asc_backward 2 [('596', '75'), ('226', '43')]
out_desc_backward 2 [('596', '75'), ('549', '346')]
in_asc_backward 2 [('596', '75'), ('549', '346')]
in_desc_backward 2 [('596', '75'), ('226', '43')]
random_backward 2 [('596', '75'), ('58', '85')]
greedy1_backward 2 [('596', '75'), ('58', '85')]
greedy2_backward 2 [('596', '75'), ('58', '85')]
Execution time: 0.013089656829833984 ms
