V = 230, E = 253
out_asc_forward 3 [('42', '99'), ('8', '11'), ('225', '76')]
out_desc_forward 3 [('193', '42'), ('154', '8'), ('76', '225')]
in_asc_forward 3 [('193', '42'), ('154', '8'), ('76', '225')]
in_desc_forward 3 [('42', '99'), ('8', '11'), ('225', '76')]
random_forward 3 [('193', '42'), ('215', '154'), ('76', '225')]
greedy1_forward 3 [('193', '42'), ('215', '154'), ('76', '225')]
greedy2_forward 3 [('193', '42'), ('215', '154'), ('76', '225')]
out_asc_backward 3 [('193', '42'), ('154', '8'), ('76', '225')]
out_desc_backward 3 [('191', '193'), ('215', '154'), ('225', '76')]
in_asc_backward 3 [('191', '193'), ('215', '154'), ('225', '76')]
in_desc_backward 3 [('193', '42'), ('154', '8'), ('76', '225')]
random_backward 3 [('191', '193'), ('11', '215'), ('225', '76')]
greedy1_backward 3 [('191', '193'), ('11', '215'), ('225', '76')]
greedy2_backward 3 [('191', '193'), ('11', '215'), ('225', '76')]
Execution time: 0.0057146549224853516 ms
