V = 262, E = 288
out_asc_forward 2 [('200', '16'), ('40', '54')]
out_desc_forward 2 [('200', '16'), ('54', '40')]
in_asc_forward 2 [('200', '16'), ('54', '40')]
in_desc_forward 2 [('200', '16'), ('40', '54')]
random_forward 2 [('200', '16'), ('40', '54')]
greedy1_forward 2 [('200', '16'), ('40', '54')]
greedy2_forward 2 [('200', '16'), ('40', '54')]
out_asc_backward 2 [('200', '16'), ('54', '40')]
out_desc_backward 2 [('200', '16'), ('40', '54')]
in_asc_backward 2 [('200', '16'), ('40', '54')]
in_desc_backward 2 [('200', '16'), ('54', '40')]
random_backward 2 [('200', '16'), ('54', '40')]
greedy1_backward 2 [('200', '16'), ('54', '40')]
greedy2_backward 2 [('200', '16'), ('54', '40')]
Execution time: 0.007277727127075195 ms
