V = 850, E = 850
out_asc_forward 2 [('132', '192'), ('240', '430')]
out_desc_forward 2 [('567', '497'), ('430', '240')]
in_asc_forward 2 [('567', '497'), ('430', '240')]
in_desc_forward 2 [('132', '192'), ('240', '430')]
random_forward 2 [('497', '132'), ('430', '240')]
greedy1_forward 2 [('497', '132'), ('430', '240')]
greedy2_forward 2 [('497', '132'), ('430', '240')]
out_asc_backward 2 [('497', '132'), ('430', '240')]
out_desc_backward 2 [('794', '567'), ('240', '430')]
in_asc_backward 2 [('794', '567'), ('240', '430')]
in_desc_backward 2 [('497', '132'), ('430', '240')]
random_backward 2 [('567', '497'), ('240', '430')]
greedy1_backward 2 [('567', '497'), ('240', '430')]
greedy2_backward 2 [('567', '497'), ('240', '430')]
Execution time: 0.030615806579589844 ms
