V = 150, E = 195
out_asc_forward 3 [('63', '32'), ('114', '61'), ('26', '131')]
out_desc_forward 3 [('36', '63'), ('131', '124'), ('131', '68')]
in_asc_forward 3 [('36', '63'), ('124', '50'), ('68', '26')]
in_desc_forward 3 [('63', '32'), ('131', '68'), ('131', '124')]
random_forward 3 [('64', '70'), ('50', '38'), ('68', '26')]
greedy1_forward 3 [('64', '70'), ('50', '38'), ('68', '26')]
greedy2_forward 3 [('64', '70'), ('50', '38'), ('68', '26')]
out_asc_backward 3 [('36', '63'), ('49', '114'), ('68', '26')]
out_desc_backward 3 [('70', '36'), ('61', '131'), ('26', '131')]
in_asc_backward 3 [('70', '36'), ('131', '124'), ('131', '68')]
in_desc_backward 3 [('36', '63'), ('26', '131'), ('61', '131')]
random_backward 3 [('32', '64'), ('131', '124'), ('131', '68')]
greedy1_backward 3 [('32', '64'), ('131', '124'), ('131', '68')]
greedy2_backward 3 [('32', '64'), ('131', '124'), ('131', '68')]
Execution time: 0.0035419464111328125 ms
