V = 407, E = 452
out_asc_forward 2 [('311', '120'), ('3', '203')]
out_desc_forward 2 [('311', '120'), ('401', '130')]
in_asc_forward 2 [('311', '120'), ('401', '130')]
in_desc_forward 2 [('311', '120'), ('3', '203')]
random_forward 2 [('311', '120'), ('187', '3')]
greedy1_forward 2 [('311', '120'), ('187', '3')]
greedy2_forward 2 [('311', '120'), ('187', '3')]
out_asc_backward 2 [('311', '120'), ('187', '3')]
out_desc_backward 2 [('311', '120'), ('274', '401')]
in_asc_backward 2 [('311', '120'), ('274', '401')]
in_desc_backward 2 [('311', '120'), ('187', '3')]
random_backward 2 [('311', '120'), ('7', '187')]
greedy1_backward 2 [('311', '120'), ('7', '187')]
greedy2_backward 2 [('311', '120'), ('7', '187')]
Execution time: 0.008847475051879883 ms
