V = 450, E = 450
out_asc_forward 3 [('4', '165'), ('277', '234'), ('133', '445')]
out_desc_forward 3 [('165', '4'), ('234', '277'), ('160', '114')]
in_asc_forward 3 [('165', '4'), ('234', '277'), ('160', '114')]
in_desc_forward 3 [('4', '165'), ('277', '234'), ('133', '445')]
random_forward 3 [('4', '165'), ('234', '277'), ('160', '114')]
greedy1_forward 3 [('4', '165'), ('234', '277'), ('160', '114')]
greedy2_forward 3 [('4', '165'), ('234', '277'), ('160', '114')]
out_asc_backward 3 [('165', '4'), ('234', '277'), ('91', '133')]
out_desc_backward 3 [('4', '165'), ('277', '234'), ('445', '160')]
in_asc_backward 3 [('4', '165'), ('277', '234'), ('445', '160')]
in_desc_backward 3 [('165', '4'), ('234', '277'), ('91', '133')]
random_backward 3 [('165', '4'), ('277', '234'), ('445', '160')]
greedy1_backward 3 [('165', '4'), ('277', '234'), ('445', '160')]
greedy2_backward 3 [('165', '4'), ('277', '234'), ('445', '160')]
Execution time: 0.009524822235107422 ms
