V = 132, E = 143
out_asc_forward 4 [('69', '71'), ('2', '44'), ('31', '94'), ('121', '98')]
out_desc_forward 4 [('69', '71'), ('42', '2'), ('125', '66'), ('95', '48')]
in_asc_forward 4 [('69', '71'), ('42', '2'), ('125', '66'), ('95', '48')]
in_desc_forward 4 [('69', '71'), ('2', '44'), ('31', '94'), ('121', '98')]
random_forward 4 [('69', '71'), ('8', '41'), ('66', '31'), ('95', '48')]
greedy1_forward 4 [('69', '71'), ('8', '41'), ('66', '31'), ('95', '48')]
greedy2_forward 4 [('69', '71'), ('8', '41'), ('66', '31'), ('95', '48')]
out_asc_backward 4 [('69', '71'), ('42', '2'), ('66', '31'), ('48', '121')]
out_desc_backward 4 [('69', '71'), ('120', '42'), ('94', '125'), ('98', '95')]
in_asc_backward 4 [('69', '71'), ('120', '42'), ('94', '125'), ('98', '95')]
in_desc_backward 4 [('69', '71'), ('42', '2'), ('66', '31'), ('48', '121')]
random_backward 4 [('69', '71'), ('44', '8'), ('125', '66'), ('98', '95')]
greedy1_backward 4 [('69', '71'), ('44', '8'), ('125', '66'), ('98', '95')]
greedy2_backward 4 [('69', '71'), ('44', '8'), ('125', '66'), ('98', '95')]
Execution time: 0.003625154495239258 ms
