V = 182, E = 177
out_asc_forward 4 [('68', '156'), ('128', '103'), ('40', '182'), ('168', '48')]
out_desc_forward 4 [('68', '156'), ('128', '103'), ('1', '168'), ('1', '40')]
in_asc_forward 4 [('68', '156'), ('128', '103'), ('94', '1'), ('182', '1')]
in_desc_forward 4 [('68', '156'), ('128', '103'), ('1', '40'), ('1', '168')]
random_forward 4 [('68', '156'), ('128', '103'), ('182', '1'), ('168', '48')]
greedy1_forward 4 [('68', '156'), ('128', '103'), ('182', '1'), ('168', '48')]
greedy2_forward 4 [('68', '156'), ('128', '103'), ('182', '1'), ('168', '48')]
out_asc_backward 4 [('68', '156'), ('128', '103'), ('1', '40'), ('1', '168')]
out_desc_backward 4 [('68', '156'), ('128', '103'), ('94', '1'), ('182', '1')]
in_asc_backward 4 [('68', '156'), ('128', '103'), ('48', '64'), ('40', '182')]
in_desc_backward 4 [('68', '156'), ('128', '103'), ('182', '1'), ('94', '1')]
random_backward 4 [('68', '156'), ('128', '103'), ('40', '182'), ('1', '168')]
greedy1_backward 4 [('68', '156'), ('128', '103'), ('40', '182'), ('1', '168')]
greedy2_backward 4 [('68', '156'), ('128', '103'), ('40', '182'), ('1', '168')]
Execution time: 0.0038814544677734375 ms
