V = 150, E = 180
out_asc_forward 2 [('77', '123'), ('109', '83')]
out_desc_forward 2 [('123', '77'), ('83', '109')]
in_asc_forward 2 [('123', '77'), ('83', '109')]
in_desc_forward 2 [('77', '123'), ('109', '83')]
random_forward 2 [('77', '123'), ('83', '109')]
greedy1_forward 2 [('77', '123'), ('83', '109')]
greedy2_forward 2 [('77', '123'), ('83', '109')]
out_asc_backward 2 [('123', '77'), ('83', '109')]
out_desc_backward 2 [('77', '123'), ('109', '83')]
in_asc_backward 2 [('77', '123'), ('109', '83')]
in_desc_backward 2 [('123', '77'), ('83', '109')]
random_backward 2 [('123', '77'), ('109', '83')]
greedy1_backward 2 [('123', '77'), ('109', '83')]
greedy2_backward 2 [('123', '77'), ('109', '83')]
Execution time: 0.00241851806640625 ms
