V = 380, E = 418
out_asc_forward 2 [('46', '299'), ('178', '330')]
out_desc_forward 2 [('299', '46'), ('330', '178')]
in_asc_forward 2 [('299', '46'), ('330', '178')]
in_desc_forward 2 [('46', '299'), ('178', '330')]
random_forward 2 [('299', '46'), ('330', '178')]
greedy1_forward 2 [('299', '46'), ('330', '178')]
greedy2_forward 2 [('299', '46'), ('330', '178')]
out_asc_backward 2 [('299', '46'), ('330', '178')]
out_desc_backward 2 [('46', '299'), ('178', '330')]
in_asc_backward 2 [('46', '299'), ('178', '330')]
in_desc_backward 2 [('299', '46'), ('330', '178')]
random_backward 2 [('46', '299'), ('178', '330')]
greedy1_backward 2 [('46', '299'), ('178', '330')]
greedy2_backward 2 [('46', '299'), ('178', '330')]
Execution time: 0.00814676284790039 ms
