V = 400, E = 520
out_asc_forward 4 [('14', '311'), ('330', '355'), ('147', '367'), ('95', '100')]
out_desc_forward 4 [('266', '14'), ('208', '150'), ('208', '202'), ('301', '95')]
in_asc_forward 4 [('266', '14'), ('254', '121'), ('203', '208'), ('301', '95')]
in_desc_forward 4 [('14', '311'), ('208', '202'), ('208', '150'), ('95', '100')]
random_forward 4 [('14', '311'), ('21', '208'), ('202', '147'), ('301', '95')]
greedy1_forward 4 [('14', '311'), ('21', '208'), ('202', '147'), ('301', '95')]
greedy2_forward 4 [('14', '311'), ('21', '208'), ('202', '147'), ('301', '95')]
out_asc_backward 4 [('266', '14'), ('328', '330'), ('202', '147'), ('301', '95')]
out_desc_backward 4 [('386', '266'), ('203', '208'), ('21', '208'), ('100', '301')]
in_asc_backward 4 [('386', '266'), ('348', '254'), ('367', '203'), ('100', '301')]
in_desc_backward 4 [('266', '14'), ('21', '208'), ('203', '208'), ('301', '95')]
random_backward 4 [('266', '14'), ('375', '21'), ('208', '202'), ('100', '301')]
greedy1_backward 4 [('266', '14'), ('375', '21'), ('208', '202'), ('100', '301')]
greedy2_backward 4 [('266', '14'), ('375', '21'), ('208', '202'), ('100', '301')]
Execution time: 0.010022640228271484 ms
