V = 49, E = 46
out_asc_forward 2 [('5', '55'), ('58', '15')]
out_desc_forward 2 [('5', '55'), ('15', '28')]
in_asc_forward 2 [('5', '55'), ('15', '28')]
in_desc_forward 2 [('5', '55'), ('58', '15')]
random_forward 2 [('5', '55'), ('15', '28')]
greedy1_forward 2 [('5', '55'), ('15', '28')]
greedy2_forward 2 [('5', '55'), ('15', '28')]
out_asc_backward 2 [('5', '55'), ('28', '58')]
out_desc_backward 2 [('5', '55'), ('58', '15')]
in_asc_backward 2 [('5', '55'), ('58', '15')]
in_desc_backward 2 [('5', '55'), ('28', '58')]
random_backward 2 [('5', '55'), ('58', '15')]
greedy1_backward 2 [('5', '55'), ('58', '15')]
greedy2_backward 2 [('5', '55'), ('58', '15')]
Execution time: 0.001001119613647461 ms
