V = 210, E = 210
out_asc_forward 4 [('40', '182'), ('168', '48'), ('156', '68'), ('103', '128')]
out_desc_forward 4 [('1', '168'), ('1', '40'), ('68', '156'), ('128', '103')]
in_asc_forward 4 [('94', '1'), ('182', '1'), ('68', '156'), ('128', '103')]
in_desc_forward 4 [('1', '40'), ('1', '168'), ('156', '68'), ('103', '128')]
random_forward 4 [('40', '182'), ('94', '1'), ('156', '68'), ('103', '128')]
greedy1_forward 4 [('40', '182'), ('94', '1'), ('156', '68'), ('103', '128')]
greedy2_forward 4 [('40', '182'), ('94', '1'), ('156', '68'), ('103', '128')]
out_asc_backward 4 [('1', '40'), ('1', '168'), ('68', '156'), ('128', '103')]
out_desc_backward 4 [('94', '1'), ('182', '1'), ('156', '68'), ('103', '128')]
in_asc_backward 4 [('48', '64'), ('40', '182'), ('156', '68'), ('103', '128')]
in_desc_backward 4 [('182', '1'), ('94', '1'), ('68', '156'), ('128', '103')]
random_backward 4 [('1', '40'), ('64', '94'), ('68', '156'), ('128', '103')]
greedy1_backward 4 [('1', '40'), ('64', '94'), ('68', '156'), ('128', '103')]
greedy2_backward 4 [('1', '40'), ('64', '94'), ('68', '156'), ('128', '103')]
Execution time: 0.005084991455078125 ms
