V = 148, E = 195
out_asc_forward 4 [('65', '118'), ('73', '90'), ('16', '130'), ('5', '129')]
out_desc_forward 4 [('65', '118'), ('73', '90'), ('98', '16'), ('153', '5')]
in_asc_forward 4 [('65', '118'), ('73', '90'), ('98', '16'), ('153', '5')]
in_desc_forward 4 [('65', '118'), ('73', '90'), ('16', '130'), ('5', '129')]
random_forward 4 [('65', '118'), ('73', '90'), ('30', '98'), ('129', '153')]
greedy1_forward 4 [('65', '118'), ('73', '90'), ('30', '98'), ('129', '153')]
greedy2_forward 4 [('65', '118'), ('73', '90'), ('30', '98'), ('129', '153')]
out_asc_backward 4 [('65', '118'), ('73', '90'), ('98', '16'), ('153', '5')]
out_desc_backward 4 [('65', '118'), ('73', '90'), ('30', '98'), ('129', '153')]
in_asc_backward 4 [('65', '118'), ('73', '90'), ('30', '98'), ('129', '153')]
in_desc_backward 4 [('65', '118'), ('73', '90'), ('98', '16'), ('153', '5')]
random_backward 4 [('65', '118'), ('73', '90'), ('130', '30'), ('5', '129')]
greedy1_backward 4 [('65', '118'), ('73', '90'), ('130', '30'), ('5', '129')]
greedy2_backward 4 [('65', '118'), ('73', '90'), ('130', '30'), ('5', '129')]
Execution time: 0.0026578903198242188 ms
