V = 34, E = 47
out_asc_forward 2 [('40', '24'), ('3', '22')]
out_desc_forward 2 [('40', '24'), ('22', '3')]
in_asc_forward 2 [('40', '24'), ('22', '3')]
in_desc_forward 2 [('40', '24'), ('3', '22')]
random_forward 2 [('40', '24'), ('3', '22')]
greedy1_forward 2 [('40', '24'), ('3', '22')]
greedy2_forward 2 [('40', '24'), ('3', '22')]
out_asc_backward 2 [('40', '24'), ('22', '3')]
out_desc_backward 2 [('40', '24'), ('3', '22')]
in_asc_backward 2 [('40', '24'), ('3', '22')]
in_desc_backward 2 [('40', '24'), ('22', '3')]
random_backward 2 [('40', '24'), ('22', '3')]
greedy1_backward 2 [('40', '24'), ('22', '3')]
greedy2_backward 2 [('40', '24'), ('22', '3')]
Execution time: 0.0013470649719238281 ms
