V = 250, E = 275
out_asc_forward 3 [('16', '61'), ('26', '151'), ('177', '31')]
out_desc_forward 3 [('27', '177'), ('27', '110'), ('61', '233')]
in_asc_forward 3 [('181', '23'), ('64', '127'), ('31', '27')]
in_desc_forward 3 [('177', '31'), ('61', '233'), ('27', '110')]
random_forward 3 [('27', '177'), ('110', '181'), ('123', '184')]
greedy1_forward 3 [('27', '177'), ('110', '181'), ('123', '184')]
greedy2_forward 3 [('27', '177'), ('110', '181'), ('123', '184')]
out_asc_backward 3 [('184', '16'), ('27', '110'), ('27', '177')]
out_desc_backward 3 [('151', '40'), ('31', '27'), ('16', '61')]
in_asc_backward 3 [('236', '169'), ('110', '181'), ('177', '31')]
in_desc_backward 3 [('16', '61'), ('31', '27'), ('129', '27')]
random_backward 3 [('31', '27'), ('192', '246'), ('127', '123')]
greedy1_backward 3 [('31', '27'), ('192', '246'), ('127', '123')]
greedy2_backward 3 [('31', '27'), ('192', '246'), ('127', '123')]
Execution time: 0.007383823394775391 ms
