V = 352, E = 470
out_asc_forward 4 [('100', '95'), ('14', '311'), ('330', '355'), ('147', '208')]
out_desc_forward 4 [('100', '95'), ('266', '14'), ('208', '150'), ('208', '202')]
in_asc_forward 4 [('100', '95'), ('266', '14'), ('358', '346'), ('202', '147')]
in_desc_forward 4 [('100', '95'), ('14', '311'), ('208', '202'), ('208', '150')]
random_forward 4 [('100', '95'), ('266', '14'), ('328', '330'), ('147', '208')]
greedy1_forward 4 [('100', '95'), ('266', '14'), ('328', '330'), ('147', '208')]
greedy2_forward 4 [('100', '95'), ('266', '14'), ('328', '330'), ('147', '208')]
out_asc_backward 4 [('100', '95'), ('266', '14'), ('328', '330'), ('202', '147')]
out_desc_backward 4 [('100', '95'), ('386', '266'), ('21', '208'), ('147', '208')]
in_asc_backward 4 [('100', '95'), ('386', '266'), ('356', '358'), ('208', '202')]
in_desc_backward 4 [('100', '95'), ('266', '14'), ('147', '208'), ('21', '208')]
random_backward 4 [('100', '95'), ('386', '266'), ('320', '216'), ('202', '147')]
greedy1_backward 4 [('100', '95'), ('386', '266'), ('320', '216'), ('202', '147')]
greedy2_backward 4 [('100', '95'), ('386', '266'), ('320', '216'), ('202', '147')]
Execution time: 0.012502908706665039 ms
