V = 240, E = 288
out_asc_forward 2 [('210', '52'), ('127', '130')]
out_desc_forward 2 [('52', '210'), ('130', '127')]
in_asc_forward 2 [('52', '210'), ('130', '127')]
in_desc_forward 2 [('210', '52'), ('127', '130')]
random_forward 2 [('210', '52'), ('127', '130')]
greedy1_forward 2 [('210', '52'), ('127', '130')]
greedy2_forward 2 [('210', '52'), ('127', '130')]
out_asc_backward 2 [('52', '210'), ('130', '127')]
out_desc_backward 2 [('210', '52'), ('127', '130')]
in_asc_backward 2 [('210', '52'), ('127', '130')]
in_desc_backward 2 [('52', '210'), ('130', '127')]
random_backward 2 [('52', '210'), ('130', '127')]
greedy1_backward 2 [('52', '210'), ('130', '127')]
greedy2_backward 2 [('52', '210'), ('130', '127')]
Execution time: 0.004462242126464844 ms
