V = 390, E = 429
out_asc_forward 2 [('30', '268'), ('252', '78')]
out_desc_forward 2 [('327', '309'), ('267', '252')]
in_asc_forward 2 [('327', '309'), ('267', '252')]
in_desc_forward 2 [('30', '268'), ('252', '78')]
random_forward 2 [('309', '30'), ('267', '252')]
greedy1_forward 2 [('309', '30'), ('267', '252')]
greedy2_forward 2 [('309', '30'), ('267', '252')]
out_asc_backward 2 [('309', '30'), ('267', '252')]
out_desc_backward 2 [('268', '327'), ('78', '267')]
in_asc_backward 2 [('268', '327'), ('78', '267')]
in_desc_backward 2 [('309', '30'), ('267', '252')]
random_backward 2 [('327', '309'), ('78', '267')]
greedy1_backward 2 [('327', '309'), ('78', '267')]
greedy2_backward 2 [('327', '309'), ('78', '267')]
Execution time: 0.01132965087890625 ms
