V = 415, E = 415
out_asc_forward 2 [('429', '201'), ('33', '180')]
out_desc_forward 2 [('489', '429'), ('455', '94')]
in_asc_forward 2 [('489', '429'), ('455', '94')]
in_desc_forward 2 [('429', '201'), ('33', '180')]
random_forward 2 [('201', '329'), ('180', '455')]
greedy1_forward 2 [('201', '329'), ('180', '455')]
greedy2_forward 2 [('201', '329'), ('180', '455')]
out_asc_backward 2 [('489', '429'), ('94', '33')]
out_desc_backward 2 [('329', '489'), ('180', '455')]
in_asc_backward 2 [('329', '489'), ('180', '455')]
in_desc_backward 2 [('489', '429'), ('94', '33')]
random_backward 2 [('429', '201'), ('33', '180')]
greedy1_backward 2 [('429', '201'), ('33', '180')]
greedy2_backward 2 [('429', '201'), ('33', '180')]
Execution time: 0.01439046859741211 ms
