V = 329, E = 364
out_asc_forward 2 [('78', '252'), ('30', '268')]
out_desc_forward 2 [('78', '252'), ('327', '309')]
in_asc_forward 2 [('78', '252'), ('327', '309')]
in_desc_forward 2 [('78', '252'), ('30', '268')]
random_forward 2 [('78', '252'), ('30', '268')]
greedy1_forward 2 [('78', '252'), ('30', '268')]
greedy2_forward 2 [('78', '252'), ('30', '268')]
out_asc_backward 2 [('78', '252'), ('309', '30')]
out_desc_backward 2 [('78', '252'), ('268', '327')]
in_asc_backward 2 [('78', '252'), ('268', '327')]
in_desc_backward 2 [('78', '252'), ('309', '30')]
random_backward 2 [('78', '252'), ('309', '30')]
greedy1_backward 2 [('78', '252'), ('309', '30')]
greedy2_backward 2 [('78', '252'), ('309', '30')]
Execution time: 0.009713888168334961 ms
