V = 60, E = 60
out_asc_forward 2 [('58', '15'), ('5', '55')]
out_desc_forward 2 [('15', '28'), ('55', '5')]
in_asc_forward 2 [('15', '28'), ('55', '5')]
in_desc_forward 2 [('58', '15'), ('5', '55')]
random_forward 2 [('13', '58'), ('5', '55')]
greedy1_forward 2 [('13', '58'), ('5', '55')]
greedy2_forward 2 [('13', '58'), ('5', '55')]
out_asc_backward 2 [('13', '58'), ('55', '5')]
out_desc_backward 2 [('58', '15'), ('5', '55')]
in_asc_backward 2 [('58', '15'), ('5', '55')]
in_desc_backward 2 [('13', '58'), ('55', '5')]
random_backward 2 [('28', '13'), ('55', '5')]
greedy1_backward 2 [('28', '13'), ('55', '5')]
greedy2_backward 2 [('28', '13'), ('55', '5')]
Execution time: 0.0011897087097167969 ms
