V = 315, E = 382
out_asc_forward 4 [('281', '60'), ('203', '144'), ('145', '230'), ('57', '212')]
out_desc_forward 4 [('281', '60'), ('203', '144'), ('367', '255'), ('184', '57')]
in_asc_forward 4 [('281', '60'), ('203', '144'), ('367', '255'), ('184', '57')]
in_desc_forward 4 [('281', '60'), ('203', '144'), ('145', '230'), ('57', '212')]
random_forward 4 [('281', '60'), ('203', '144'), ('208', '268'), ('57', '212')]
greedy1_forward 4 [('281', '60'), ('203', '144'), ('208', '268'), ('57', '212')]
greedy2_forward 4 [('281', '60'), ('203', '144'), ('208', '268'), ('57', '212')]
out_asc_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('184', '57')]
out_desc_backward 4 [('281', '60'), ('203', '144'), ('268', '367'), ('293', '184')]
in_asc_backward 4 [('281', '60'), ('203', '144'), ('268', '367'), ('293', '184')]
in_desc_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('184', '57')]
random_backward 4 [('281', '60'), ('203', '144'), ('230', '208'), ('184', '57')]
greedy1_backward 4 [('281', '60'), ('203', '144'), ('230', '208'), ('184', '57')]
greedy2_backward 4 [('281', '60'), ('203', '144'), ('230', '208'), ('184', '57')]
Execution time: 0.00781393051147461 ms
