V = 420, E = 462
out_asc_forward 3 [('320', '376'), ('289', '397'), ('119', '381')]
out_desc_forward 3 [('376', '320'), ('397', '378'), ('244', '119')]
in_asc_forward 3 [('376', '320'), ('397', '378'), ('244', '119')]
in_desc_forward 3 [('320', '376'), ('289', '397'), ('119', '381')]
random_forward 3 [('376', '320'), ('397', '378'), ('119', '381')]
greedy1_forward 3 [('376', '320'), ('397', '378'), ('119', '381')]
greedy2_forward 3 [('376', '320'), ('397', '378'), ('119', '381')]
out_asc_backward 3 [('376', '320'), ('57', '289'), ('244', '119')]
out_desc_backward 3 [('320', '376'), ('289', '397'), ('381', '244')]
in_asc_backward 3 [('320', '376'), ('289', '397'), ('381', '244')]
in_desc_backward 3 [('376', '320'), ('57', '289'), ('244', '119')]
random_backward 3 [('320', '376'), ('289', '397'), ('244', '119')]
greedy1_backward 3 [('320', '376'), ('289', '397'), ('244', '119')]
greedy2_backward 3 [('320', '376'), ('289', '397'), ('244', '119')]
Execution time: 0.006327629089355469 ms
