V = 116, E = 110
out_asc_forward 3 [('52', '70'), ('115', '91'), ('49', '124')]
out_desc_forward 3 [('52', '70'), ('115', '91'), ('124', '49')]
in_asc_forward 3 [('52', '70'), ('115', '91'), ('124', '49')]
in_desc_forward 3 [('52', '70'), ('115', '91'), ('49', '124')]
random_forward 3 [('52', '70'), ('115', '91'), ('49', '124')]
greedy1_forward 3 [('52', '70'), ('115', '91'), ('49', '124')]
greedy2_forward 3 [('52', '70'), ('115', '91'), ('49', '124')]
out_asc_backward 3 [('52', '70'), ('115', '91'), ('124', '49')]
out_desc_backward 3 [('52', '70'), ('115', '91'), ('49', '124')]
in_asc_backward 3 [('52', '70'), ('115', '91'), ('49', '124')]
in_desc_backward 3 [('52', '70'), ('115', '91'), ('124', '49')]
random_backward 3 [('52', '70'), ('115', '91'), ('124', '49')]
greedy1_backward 3 [('52', '70'), ('115', '91'), ('124', '49')]
greedy2_backward 3 [('52', '70'), ('115', '91'), ('124', '49')]
Execution time: 0.002308368682861328 ms
