V = 140, E = 168
out_asc_forward 2 [('18', '35'), ('70', '44')]
out_desc_forward 2 [('111', '18'), ('82', '70')]
in_asc_forward 2 [('111', '18'), ('82', '70')]
in_desc_forward 2 [('18', '35'), ('70', '44')]
random_forward 2 [('18', '35'), ('82', '70')]
greedy1_forward 2 [('18', '35'), ('82', '70')]
greedy2_forward 2 [('18', '35'), ('82', '70')]
out_asc_backward 2 [('111', '18'), ('82', '70')]
out_desc_backward 2 [('35', '111'), ('44', '82')]
in_asc_backward 2 [('35', '111'), ('44', '82')]
in_desc_backward 2 [('111', '18'), ('82', '70')]
random_backward 2 [('111', '18'), ('44', '82')]
greedy1_backward 2 [('111', '18'), ('44', '82')]
greedy2_backward 2 [('111', '18'), ('44', '82')]
Execution time: 0.002206087112426758 ms
