V = 90, E = 90
out_asc_forward 2 [('2', '64'), ('14', '62')]
out_desc_forward 2 [('32', '2'), ('24', '14')]
in_asc_forward 2 [('32', '2'), ('24', '14')]
in_desc_forward 2 [('2', '64'), ('14', '62')]
random_forward 2 [('52', '32'), ('62', '24')]
greedy1_forward 2 [('52', '32'), ('62', '24')]
greedy2_forward 2 [('52', '32'), ('62', '24')]
out_asc_backward 2 [('32', '2'), ('24', '14')]
out_desc_backward 2 [('52', '32'), ('62', '24')]
in_asc_backward 2 [('52', '32'), ('62', '24')]
in_desc_backward 2 [('32', '2'), ('24', '14')]
random_backward 2 [('28', '52'), ('14', '62')]
greedy1_backward 2 [('28', '52'), ('14', '62')]
greedy2_backward 2 [('28', '52'), ('14', '62')]
Execution time: 0.0022597312927246094 ms
