V = 375, E = 450
out_asc_forward 4 [('60', '281'), ('144', '203'), ('145', '230'), ('57', '196')]
out_desc_forward 4 [('281', '60'), ('203', '144'), ('367', '255'), ('184', '57')]
in_asc_forward 4 [('281', '60'), ('203', '144'), ('367', '255'), ('184', '57')]
in_desc_forward 4 [('60', '281'), ('144', '203'), ('145', '230'), ('57', '196')]
random_forward 4 [('60', '281'), ('144', '203'), ('145', '230'), ('196', '84')]
greedy1_forward 4 [('60', '281'), ('144', '203'), ('145', '230'), ('196', '84')]
greedy2_forward 4 [('60', '281'), ('144', '203'), ('145', '230'), ('196', '84')]
out_asc_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('184', '57')]
out_desc_backward 4 [('60', '281'), ('144', '203'), ('268', '367'), ('293', '184')]
in_asc_backward 4 [('60', '281'), ('144', '203'), ('268', '367'), ('293', '184')]
in_desc_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('184', '57')]
random_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('57', '196')]
greedy1_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('57', '196')]
greedy2_backward 4 [('281', '60'), ('203', '144'), ('255', '145'), ('57', '196')]
Execution time: 0.009279966354370117 ms
