V = 208, E = 198
out_asc_forward 3 [('219', '32'), ('145', '200'), ('75', '63')]
out_desc_forward 3 [('219', '32'), ('145', '200'), ('229', '75')]
in_asc_forward 3 [('219', '32'), ('145', '200'), ('229', '75')]
in_desc_forward 3 [('219', '32'), ('145', '200'), ('75', '63')]
random_forward 3 [('219', '32'), ('145', '200'), ('75', '63')]
greedy1_forward 3 [('219', '32'), ('145', '200'), ('75', '63')]
greedy2_forward 3 [('219', '32'), ('145', '200'), ('75', '63')]
out_asc_backward 3 [('219', '32'), ('145', '200'), ('229', '75')]
out_desc_backward 3 [('219', '32'), ('145', '200'), ('63', '229')]
in_asc_backward 3 [('219', '32'), ('145', '200'), ('63', '229')]
in_desc_backward 3 [('219', '32'), ('145', '200'), ('229', '75')]
random_backward 3 [('219', '32'), ('145', '200'), ('229', '75')]
greedy1_backward 3 [('219', '32'), ('145', '200'), ('229', '75')]
greedy2_backward 3 [('219', '32'), ('145', '200'), ('229', '75')]
Execution time: 0.004800319671630859 ms
