V = 25, E = 32
out_asc_forward 2 [('1', '9'), ('15', '22')]
out_desc_forward 2 [('12', '1'), ('22', '15')]
in_asc_forward 2 [('12', '1'), ('22', '15')]
in_desc_forward 2 [('1', '9'), ('15', '22')]
random_forward 2 [('1', '9'), ('15', '22')]
greedy1_forward 2 [('1', '9'), ('15', '22')]
greedy2_forward 2 [('1', '9'), ('15', '22')]
out_asc_backward 2 [('12', '1'), ('22', '15')]
out_desc_backward 2 [('9', '12'), ('15', '22')]
in_asc_backward 2 [('9', '12'), ('15', '22')]
in_desc_backward 2 [('12', '1'), ('22', '15')]
random_backward 2 [('12', '1'), ('22', '15')]
greedy1_backward 2 [('12', '1'), ('22', '15')]
greedy2_backward 2 [('12', '1'), ('22', '15')]
Execution time: 0.0024747848510742188 ms
