V = 40, E = 40
out_asc_forward 2 [('38', '15'), ('9', '16')]
out_desc_forward 2 [('24', '13'), ('16', '9')]
in_asc_forward 2 [('24', '13'), ('16', '9')]
in_desc_forward 2 [('38', '15'), ('9', '16')]
random_forward 2 [('15', '24'), ('16', '9')]
greedy1_forward 2 [('15', '24'), ('16', '9')]
greedy2_forward 2 [('15', '24'), ('16', '9')]
out_asc_backward 2 [('13', '38'), ('16', '9')]
out_desc_backward 2 [('15', '24'), ('9', '16')]
in_asc_backward 2 [('15', '24'), ('9', '16')]
in_desc_backward 2 [('13', '38'), ('16', '9')]
random_backward 2 [('38', '15'), ('9', '16')]
greedy1_backward 2 [('38', '15'), ('9', '16')]
greedy2_backward 2 [('38', '15'), ('9', '16')]
Execution time: 0.001971721649169922 ms
