V = 50, E = 60
out_asc_forward 3 [('32', '50'), ('3', '11'), ('40', '17')]
out_desc_forward 3 [('50', '32'), ('44', '6'), ('17', '40')]
in_asc_forward 3 [('50', '32'), ('44', '6'), ('17', '40')]
in_desc_forward 3 [('32', '50'), ('3', '11'), ('40', '17')]
random_forward 3 [('32', '50'), ('44', '6'), ('17', '40')]
greedy1_forward 3 [('32', '50'), ('44', '6'), ('17', '40')]
greedy2_forward 3 [('32', '50'), ('44', '6'), ('17', '40')]
out_asc_backward 3 [('50', '32'), ('49', '3'), ('17', '40')]
out_desc_backward 3 [('32', '50'), ('14', '44'), ('40', '17')]
in_asc_backward 3 [('32', '50'), ('14', '44'), ('40', '17')]
in_desc_backward 3 [('50', '32'), ('49', '3'), ('17', '40')]
random_backward 3 [('50', '32'), ('14', '44'), ('40', '17')]
greedy1_backward 3 [('50', '32'), ('14', '44'), ('40', '17')]
greedy2_backward 3 [('50', '32'), ('14', '44'), ('40', '17')]
Execution time: 0.0013065338134765625 ms
