V = 149, E = 165
out_asc_forward 2 [('1', '15'), ('152', '122')]
out_desc_forward 2 [('119', '1'), ('122', '152')]
in_asc_forward 2 [('119', '1'), ('122', '152')]
in_desc_forward 2 [('1', '15'), ('152', '122')]
random_forward 2 [('15', '119'), ('152', '122')]
greedy1_forward 2 [('15', '119'), ('152', '122')]
greedy2_forward 2 [('15', '119'), ('152', '122')]
out_asc_backward 2 [('119', '1'), ('122', '152')]
out_desc_backward 2 [('15', '119'), ('152', '122')]
in_asc_backward 2 [('15', '119'), ('152', '122')]
in_desc_backward 2 [('119', '1'), ('122', '152')]
random_backward 2 [('1', '15'), ('122', '152')]
greedy1_backward 2 [('1', '15'), ('122', '152')]
greedy2_backward 2 [('1', '15'), ('122', '152')]
Execution time: 0.004714012145996094 ms
